id_projeto,id_pessoa,categoria_membro,funcao_membro,data_inicio,data_fim,ch_dedicada,ch_execucao,ch_preparacao,ch_semanal,ano,a,area
941.0,204965.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,12.0,,,,2017.0,CCS,Ciências da Saúde
515.0,8472.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,0.0,,,,2017.0,CCS,Ciências da Saúde
657.0,14055.0,DOCENTE,COLABORADOR(A),2016-05-11,2017-12-31,640.0,,,,2016.0,CCS,0
941.0,319664.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-08-01,2017-12-31,320.0,,,,2017.0,CCS,Ciências da Saúde
943.0,422882.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-10-01,2017-12-31,80.0,,,,2017.0,CCHSA,Ciências Humanas
789.0,9782.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-04-26,2017-12-26,312.0,,,,2017.0,CCM,Ciências da Saúde
465.0,3259.0,SERVIDOR,COLABORADOR(A),2017-03-30,2017-12-15,120.0,,,,2017.0,CCA,Ciências Agrárias
1248.0,178712.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
1185.0,185241.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-23,2017-12-31,640.0,,,,2017.0,CCEN,Ciências Biológicas
1264.0,213382.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-15,2017-12-31,1.0,,,,2017.0,CCTA,"Lingüística, Letras e Artes"
701.0,16100.0,SERVIDOR,INSTRUTOR / SUPERVISOR,2017-12-04,2017-12-31,0.0,,,,2017.0,CCS,Ciências da Saúde
1415.0,144419.0,SERVIDOR,COLABORADOR(A),2017-05-11,2017-12-31,300.0,,,,2017.0,CCHLA,Ciências Humanas
2488.0,141695.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2018-12-31,20.0,,,,2018.0,CCS,Ciências da Saúde
579.0,424758.0,EXTERNO,INSTRUTOR / SUPERVISOR,2017-05-11,2017-12-31,32.0,,,,2017.0,CCM,Ciências da Saúde
1047.0,13517.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,640.0,0.0,0.0,,2017.0,CCA,
1114.0,365949.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-22,2017-07-31,0.0,,,,2017.0,CCS,Ciências da Saúde
735.0,320492.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-01,2018-04-30,640.0,,,,2017.0,CCS,Ciências da Saúde
2431.0,426063.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2019-01-16,0.0,,,,2018.0,CCA,Ciências Agrárias
664.0,201801.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,600.0,,,,2017.0,CCHSA,Ciências Exatas e da Terra
1000.0,385861.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-07-17,2017-12-31,160.0,,,,2017.0,CCM,Ciências da Saúde
943.0,366525.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-10-01,2017-12-31,0.0,,,,2017.0,CCHSA,Ciências Humanas
1264.0,19039.0,SERVIDOR,COORDENADOR(A) ADJUNTO(A),2017-05-15,2017-12-31,1.0,,,,2017.0,CCTA,"Lingüística, Letras e Artes"
2765.0,352909.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-05-08,2018-12-31,0.0,,,,2018.0,CCS,Ciências da Saúde
5771.0,185162.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2019-03-01,2019-12-31,400.0,,,,2019.0,CCA,Ciências Agrárias
543.0,354833.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,320.0,,,,2017.0,CCHLA,Ciências Humanas
657.0,11266.0,DOCENTE,COLABORADOR(A),2016-05-11,2017-12-31,640.0,,,,2016.0,CCS,0
2621.0,428136.0,EXTERNO,COLABORADOR(A),2018-03-09,2018-12-31,800.0,,,,2018.0,CCS,Ciências da Saúde
1154.0,205641.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CI,Ciências Exatas e da Terra
857.0,13060.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
2946.0,28569.0,DOCENTE,COLABORADOR(A),2018-03-22,2018-12-31,0.0,,,,2018.0,CCHSA,Ciências Sociais Aplicadas
701.0,11382.0,DOCENTE,COORDENADOR(A),2017-05-01,2017-12-31,320.0,0.0,0.0,,2017.0,CCS,Ciências da Saúde
1000.0,165879.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-07-17,2017-12-31,160.0,,,,2017.0,CCM,Ciências da Saúde
1278.0,372244.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,190.0,,,,2017.0,CCEN,Ciências Humanas
579.0,159423.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCM,Ciências da Saúde
516.0,387128.0,DISCENTE,ALUNO(A) BOLSISTA,2017-06-01,2017-12-15,640.0,,,,2017.0,CCS,Ciências da Saúde
2859.0,9314.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-09,2018-12-31,140.0,,,,2018.0,CCA,Ciências Agrárias
539.0,12646.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CI,Ciências Exatas e da Terra
516.0,10699.0,DOCENTE,COLABORADOR(A),2017-05-01,2017-12-31,8.0,,,,2017.0,CCS,Ciências da Saúde
1044.0,8446.0,DOCENTE,COLABORADOR(A),2016-05-02,2016-12-31,1.0,,,,2016.0,Para analise,0
2214.0,189461.0,DISCENTE,ALUNO(A) BOLSISTA,2018-07-13,2018-12-31,500.0,,,,2018.0,CCS,Ciências da Saúde
941.0,319167.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,320.0,,,,2017.0,CCS,Ciências da Saúde
1359.0,393218.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CCTA,Ciências Sociais Aplicadas
908.0,4466.0,SERVIDOR,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,450.0,,,,2017.0,PRAC,Multidisciplinar
599.0,173527.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,640.0,0.0,0.0,,2017.0,CCS,Ciências da Saúde
2401.0,425419.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2018-12-31,15.0,,,,2018.0,CCS,Multidisciplinar
705.0,14525.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CCS,Ciências da Saúde
525.0,6758.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,640.0,0.0,0.0,,2017.0,CCS,Ciências da Saúde
819.0,346403.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
743.0,195870.0,SERVIDOR,CONSULTOR / TUTOR,2017-05-26,2017-12-31,0.0,,,,2017.0,CCM,Ciências da Saúde
516.0,12576.0,SERVIDOR,COLABORADOR(A),2017-05-01,2017-12-15,320.0,,,,2017.0,CCS,Ciências da Saúde
657.0,13658.0,DOCENTE,COLABORADOR(A),2016-06-27,2017-02-27,1.0,,,,2016.0,CCS,0
1248.0,355946.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
657.0,13658.0,DOCENTE,COLABORADOR(A),2016-06-27,2017-02-27,1.0,,,,2016.0,CCS,0
580.0,11305.0,DOCENTE,COLABORADOR(A),2017-05-01,2017-12-31,180.0,,,,2017.0,CCS,Ciências da Saúde
520.0,14714.0,DOCENTE,ORIENTADOR,2017-04-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
579.0,141131.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-11,2017-12-31,1.0,,,,2017.0,CCM,Ciências da Saúde
414.0,378985.0,DISCENTE,ALUNO(A) EM ATIVIDADE CURRICULAR,2017-05-15,2017-12-31,280.0,,,,2017.0,CCS,Ciências da Saúde
2823.0,13106.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2018-03-01,2018-12-31,480.0,,,,2018.0,CCAE,Ciências Sociais Aplicadas
559.0,317556.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-05,2017-12-30,1.0,,,,2017.0,CCM,Ciências da Saúde
819.0,322134.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
819.0,204046.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
2631.0,203926.0,DISCENTE,ALUNO(A) BOLSISTA,2018-03-14,2018-12-31,0.0,,,,2018.0,CCA,Ciências Agrárias
559.0,354619.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-05,2017-12-30,1.0,,,,2017.0,CCM,Ciências da Saúde
559.0,385714.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-05,2017-12-30,1.0,,,,2017.0,CCM,Ciências da Saúde
587.0,401240.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCTA,Ciências Humanas
582.0,406479.0,SERVIDOR,COLABORADOR(A),2017-05-01,2017-12-31,128.0,,,,2017.0,CE,Ciências Humanas
1038.0,190531.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
587.0,401097.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCTA,Ciências Humanas
587.0,401129.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCTA,Ciências Humanas
587.0,401171.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCTA,Ciências Humanas
1063.0,189352.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-06-30,30.0,,,,2017.0,CCHLA,"Lingüística, Letras e Artes"
579.0,424811.0,EXTERNO,INSTRUTOR / SUPERVISOR,2017-05-11,2017-12-31,64.0,,,,2017.0,CCM,Ciências da Saúde
605.0,356343.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-11,2017-12-31,60.0,,,,2017.0,CBIOTEC,Ciências Biológicas
747.0,19200.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-04-25,2017-12-29,200.0,,,,2017.0,CCAE,Ciências Humanas
819.0,352628.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
2360.0,19221.0,DOCENTE,COORDENADOR(A),2018-03-09,2018-12-31,800.0,0.0,0.0,,2018.0,CTDR,Ciências da Saúde
566.0,12485.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,0.0,0.0,0.0,,2017.0,CCS,Ciências da Saúde
1027.0,435239.0,EXTERNO,COLABORADOR(A),2017-06-01,2018-04-30,0.0,,,,2017.0,CCM,Ciências da Saúde
2806.0,10792.0,DOCENTE,COLABORADOR(A),2018-03-05,2018-12-31,0.0,,,,2018.0,CCJ,Ciências Sociais Aplicadas
889.0,7143.0,SERVIDOR,AUXILIAR TÉCNICO,2017-05-11,2017-12-31,1.0,,,,2017.0,CCA,Ciências Agrárias
2214.0,8927.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,200.0,,,,2018.0,CCS,Ciências da Saúde
753.0,9292.0,DOCENTE,COLABORADOR(A),2017-05-02,2017-12-31,120.0,,,,2017.0,CCS,Ciências da Saúde
742.0,10418.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,20.0,0.0,0.0,,2017.0,CCHLA,Ciências Humanas
607.0,11193.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-15,150.0,,,,2017.0,CCS,Ciências Humanas
1324.0,352420.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,0.0,,,,2017.0,CCM,Ciências da Saúde
1175.0,203692.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-11,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
1359.0,323003.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CCTA,Ciências Sociais Aplicadas
1039.0,405228.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,192.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
819.0,392621.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
1039.0,13575.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,48.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
1039.0,368478.0,EXTERNO,COLABORADOR(A),2017-05-11,2017-12-31,96.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
828.0,427429.0,EXTERNO,COLABORADOR(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
1190.0,13106.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,384.0,0.0,0.0,,2017.0,CCAE,Ciências Sociais Aplicadas
1027.0,435241.0,EXTERNO,COLABORADOR(A),2017-06-01,2018-04-30,0.0,,,,2017.0,CCM,Ciências da Saúde
608.0,394813.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CCHSA,Ciências Agrárias
1040.0,14624.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
2942.0,365147.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2018-12-31,0.0,,,,2018.0,CCSA,Ciências Sociais Aplicadas
620.0,352780.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,337.0,,,,2017.0,CCA,Ciências Humanas
843.0,12844.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,225.0,,,,2017.0,CCAE,Ciências Sociais Aplicadas
1359.0,356240.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CCTA,Ciências Sociais Aplicadas
1200.0,12326.0,DOCENTE,ORIENTADOR,2017-05-15,2017-12-31,240.0,,,,2017.0,CCSA,Ciências Sociais Aplicadas
615.0,39224.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCM,Ciências da Saúde
615.0,209277.0,DISCENTE,MONITOR(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCM,Ciências da Saúde
671.0,16091.0,SERVIDOR,COLABORADOR(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
747.0,207780.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-04-20,2017-12-21,1.0,,,,2017.0,CCAE,Ciências Humanas
753.0,10759.0,DOCENTE,COLABORADOR(A),2017-05-02,2017-12-31,120.0,,,,2017.0,CCS,Ciências da Saúde
1025.0,44760.0,DOCENTE,COLABORADOR(A),2017-05-22,2017-12-30,100.0,,,,2017.0,CCHSA,Ciências da Saúde
708.0,99.0,DOCENTE,INSTRUTOR / SUPERVISOR,2017-05-11,2017-12-31,1.0,,,,2017.0,CCJ,Ciências Sociais Aplicadas
1359.0,386960.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CCTA,Ciências Sociais Aplicadas
819.0,354952.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
655.0,437125.0,EXTERNO,COLABORADOR(A),2017-07-01,2017-12-31,130.0,,,,2017.0,CCS,Ciências da Saúde
2455.0,14556.0,EXTERNO,MINISTRANTE,2018-02-21,2018-12-22,230.0,,,,2018.0,CCTA,Ciências da Saúde
657.0,365222.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-01,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
2859.0,408877.0,SERVIDOR,COLABORADOR(A),2018-03-09,2018-12-31,160.0,,,,2018.0,CCA,Ciências Agrárias
1049.0,166627.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CT,Engenharias
1105.0,393805.0,DOCENTE,COLABORADOR(A),2017-04-26,2017-12-30,230.0,,,,2017.0,CTDR,Ciências Agrárias
2820.0,352709.0,DISCENTE,ALUNO(A) BOLSISTA,2018-03-09,2018-12-31,800.0,,,,2018.0,CCS,Ciências da Saúde
539.0,354527.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CI,Ciências Exatas e da Terra
565.0,14370.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCM,Ciências da Saúde
1031.0,352584.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CCS,Ciências da Saúde
586.0,429649.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-07-17,2017-12-31,0.0,,,,2017.0,CCTA,"Lingüística, Letras e Artes"
759.0,185917.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,66.0,,,,2017.0,CCA,Ciências Agrárias
630.0,12390.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CCS,Ciências da Saúde
671.0,11636.0,EXTERNO,COLABORADOR(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
2360.0,416970.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-08-20,2018-12-31,250.0,,,,2018.0,CTDR,Ciências da Saúde
819.0,355195.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
709.0,10765.0,DOCENTE,COORDENADOR(A),2017-04-23,2017-12-28,48.0,0.0,0.0,,2017.0,CCAE,Ciências Humanas
1233.0,11266.0,DOCENTE,CONSULTOR / TUTOR,2017-05-01,2017-12-31,300.0,,,,2017.0,CCS,Ciências da Saúde
1024.0,111991.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCHSA,Ciências Sociais Aplicadas
586.0,429652.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-07-17,2017-12-31,640.0,,,,2017.0,CCTA,"Lingüística, Letras e Artes"
1267.0,364490.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-15,2017-12-31,640.0,,,,2017.0,CCM,Ciências da Saúde
1040.0,19127.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
730.0,12316.0,DOCENTE,COORDENADOR(A),2017-05-11,2017-12-31,432.0,0.0,0.0,,2017.0,CCHLA,"Lingüística, Letras e Artes"
1229.0,220772.0,DOCENTE,COLABORADOR(A),2017-05-15,2017-12-31,64.0,,,,2017.0,CEAR,Engenharias
761.0,43897.0,SERVIDOR,COLABORADOR(A),2017-05-01,2017-12-31,320.0,,,,2017.0,CCM,Ciências da Saúde
747.0,321764.0,DISCENTE,MONITOR(A),2017-04-25,2017-12-29,120.0,,,,2017.0,CCAE,Ciências Humanas
730.0,13039.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,1.0,,,,2017.0,CCHLA,"Lingüística, Letras e Artes"
2360.0,19125.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,270.0,,,,2018.0,CTDR,Ciências da Saúde
2360.0,13437.0,DOCENTE,INSTRUTOR / SUPERVISOR,2018-03-09,2018-12-31,370.0,,,,2018.0,CTDR,Ciências da Saúde
702.0,24229.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,440.0,,,,2017.0,CE,Ciências Biológicas
759.0,322147.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,63.0,,,,2017.0,CCA,Ciências Agrárias
745.0,14624.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,160.0,,,,2017.0,HOSP,Ciências da Saúde
1373.0,367022.0,DISCENTE,ALUNO(A) BOLSISTA,2017-05-11,2017-12-31,640.0,,,,2017.0,CT,Engenharias
2400.0,13791.0,DOCENTE,COLABORADOR(A),2018-02-17,2018-12-17,240.0,,,,2018.0,CCS,Ciências da Saúde
593.0,365313.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCM,Ciências da Saúde
587.0,13212.0,DOCENTE,COORDENADOR(A),2017-05-01,2017-12-31,640.0,0.0,0.0,,2017.0,CCTA,Ciências Humanas
770.0,412050.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-01,232.0,,,,2017.0,CT,Engenharias
669.0,158413.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,72.0,,,,2017.0,CCSA,Ciências Sociais Aplicadas
583.0,332581.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CTDR,Ciências Agrárias
2800.0,215264.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2018-03-09,2018-07-31,800.0,,,,2018.0,CCM,Ciências da Saúde
602.0,202892.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,20.0,,,,2017.0,CCHSA,Ciências Biológicas
634.0,112913.0,DOCENTE,ORIENTADOR,2017-05-11,2017-12-31,40.0,,,,2017.0,CCSA,Ciências Sociais Aplicadas
1043.0,35711.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CE,Ciências Humanas
590.0,13643.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,280.0,,,,2017.0,CCS,Ciências da Saúde
643.0,427065.0,EXTERNO,COLABORADOR(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCEN,Ciências Biológicas
643.0,427068.0,EXTERNO,COLABORADOR(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCEN,Ciências Biológicas
2400.0,14055.0,DOCENTE,COLABORADOR(A),2018-02-17,2018-12-17,240.0,,,,2018.0,CCS,Ciências da Saúde
2360.0,219297.0,DOCENTE,COLABORADOR(A),2018-03-09,2018-12-31,280.0,,,,2018.0,CTDR,Ciências da Saúde
643.0,13859.0,SERVIDOR,COLABORADOR(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCEN,Ciências Biológicas
630.0,12714.0,DOCENTE,COLABORADOR(A),2017-05-11,2017-12-31,320.0,,,,2017.0,CCS,Ciências da Saúde
643.0,9813.0,DOCENTE,COLABORADOR(A),2017-05-01,2017-12-31,1.0,,,,2017.0,CCEN,Ciências Biológicas
634.0,13881.0,DOCENTE,INSTRUTOR / SUPERVISOR,2017-05-11,2017-12-31,22.0,,,,2017.0,CCSA,Ciências Sociais Aplicadas
639.0,14331.0,SERVIDOR,AUXILIAR TÉCNICO,2017-05-11,2017-12-31,1.0,,,,2017.0,CCS,Ciências da Saúde
819.0,205434.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-01,2017-12-31,640.0,,,,2017.0,CENTRO DE REFERÊNCIA E ATENÇÃO À SAÚDE (CRAS),Ciências da Saúde
2360.0,213386.0,DOCENTE,INSTRUTOR / SUPERVISOR,2018-03-09,2018-12-31,320.0,,,,2018.0,CTDR,Ciências da Saúde
551.0,19237.0,DOCENTE,COORDENADOR(A) ADJUNTO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCM,Ciências da Saúde
652.0,4094.0,SERVIDOR,COORDENADOR(A) ADJUNTO(A),2017-05-01,2017-12-31,320.0,,,,2017.0,CCTA,"Lingüística, Letras e Artes"
565.0,366758.0,DISCENTE,ALUNO(A) VOLUNTARIO(A),2017-05-11,2017-12-31,640.0,,,,2017.0,CCM,Ciências da Saúde
